lines_added,lines_deleted,commit_count,error_rate,latency_ms,latency_increase,test_coverage,bug_count,deploy_type,env,rollback_needed,code_churn
881,759,70,0.144466019138178,74.40063153947469,0.8379151799192857,0.8291526600744221,34,1,1,0,1640
1697,638,20,0.20010045980425942,102.27632827374902,0.07514194956786002,0.19783050504077881,18,2,0,1,2335
140,774,99,0.02393911396783722,470.3172297198695,0.1148451522063878,0.23966380054436842,30,1,0,1,914
1695,39,63,0.2554653351148102,290.2096564834832,0.23771063027533368,0.06509741377564349,18,1,0,0,1734
1342,923,90,0.0166641700462938,170.2100392478778,0.44566970423984786,0.2201989171728025,42,1,1,1,2265
779,415,12,0.04462245296144924,675.7702655901998,0.789787080236496,0.3434888649381347,43,1,0,1,1194
353,354,62,0.1730369125491709,264.80631510254557,0.24748032594110603,0.02882735517249313,18,0,1,1,707
1525,254,94,0.22182343663700746,68.00169757756899,0.5435082483597519,0.3149625462106139,19,2,0,1,1779
1447,142,92,0.022875469303876038,447.4987945789613,0.09037252205004309,0.7715458416273004,41,2,0,1,1589
815,751,91,0.27622944423669593,344.91134237938985,0.46451100513652477,0.8403275980136151,16,1,0,1,1566
395,739,42,0.29208229464020957,352.6742097791681,0.17763899337730826,0.008873289987423316,11,1,0,1,1134
1225,852,83,0.1817850519023133,473.0065267724834,0.21119155889056507,0.007147038269232686,34,2,0,1,2077
965,709,69,0.14437303661305095,685.4682308725638,0.3668284341089294,0.14630710825100113,25,1,0,1,1674
286,576,58,0.2224184916839249,635.6551640360943,0.7613476987008574,0.8725770607337897,7,1,1,0,862
1194,899,5,0.09850720569816163,940.3985292994317,0.7439864299002347,0.46927805113235377,39,2,0,1,2093
469,10,27,0.14797933023153192,541.8308329873953,0.41497297648532006,0.9829020761679809,24,1,0,1,479
1347,619,28,0.2748453080443204,498.9414142388186,0.11867115419240859,0.8873314657668013,24,1,0,1,1966
31,25,26,0.28669662757246006,252.74371345605212,0.2806916200239463,0.8901281134730399,44,2,1,1,56
262,956,91,0.2781207348153555,767.612224405749,0.5053557765301382,0.12847643192877012,21,1,1,0,1218
757,420,49,0.07873442008915205,183.73698740357048,0.8694117786951231,0.47522934921270843,12,2,0,1,1177
866,662,21,0.06974071206502902,516.5762453294599,0.9682546148133304,0.9935905973180188,41,2,0,1,1528
1594,220,1,0.08929935177879428,450.2560884680722,0.6374709350239135,0.14904423026041924,14,1,0,0,1814
484,852,92,0.13239333371653805,675.3858344841831,0.3506864904974013,0.5742334536181946,22,0,0,1,1336
1092,495,58,0.09425022383758908,921.7403964588259,0.6934534536943787,0.3442799919530848,27,2,0,1,1587
520,236,79,0.11226383872171738,949.2658119233114,0.3362301358205986,0.38785814002035524,47,2,1,1,756
1715,236,55,0.18619108563622785,209.4093038050005,0.6254734534166064,0.8907925040405011,12,0,0,1,1951
1509,218,81,0.22875770312819277,298.72635735381925,0.24376657169567661,0.587902569192283,31,1,1,1,1727
709,486,26,0.2206674594803751,821.0535539664713,0.26698870123137797,0.7587763893888053,10,1,1,1,1195
985,935,84,0.24432707012374558,542.3657743267331,0.07522558904112309,0.673234397495241,43,1,0,0,1920
1816,460,25,0.009655320964620651,480.3828399379453,0.42014115221317494,0.5290156905699694,13,1,0,0,2276
199,662,77,0.014320136903626823,725.0941797616706,0.6181745200956678,0.791711198770376,34,2,0,1,861
967,634,33,0.2368148882065888,621.8287049766232,0.7887949438106211,0.970732905910384,46,0,1,1,1601
696,143,89,0.15992364669738957,972.1783517002679,0.8103485448376937,0.9668195539557862,42,0,0,1,839
967,989,72,0.1734422021286361,604.7759196738537,0.9924444495071638,0.7894520009933703,34,2,0,1,1956
572,188,69,0.015776058064313123,492.6751350298906,0.0877557258369619,0.487329755749229,49,1,0,1,760
1909,254,6,0.07659414035138126,565.6764939742669,0.49313676844582877,0.16315895919120127,39,1,1,1,2163
1600,67,23,0.19150629146564332,818.1128258621246,0.5213745754024134,0.04447050897189442,22,2,0,0,1667
1277,615,30,0.2577545670332028,632.0413039459598,0.8045334263778923,0.23144496836594408,39,0,1,1,1892
841,335,78,0.27509501915442075,664.6956868173818,0.26635851558884704,0.34025799959754344,12,2,1,1,1176
1538,670,54,0.1501258487505245,972.8669360347624,0.06937231993946702,0.12984961591805266,5,1,0,0,2208
1164,820,87,0.16364226982145927,637.4757102041845,0.3137588102684197,0.2247653296124522,28,2,0,0,1984
1518,873,11,0.24991488932069725,411.2709859178128,0.9839278290642609,0.08354546456088408,41,1,1,0,2391
1852,408,31,0.16128738022420638,706.7597256621567,0.8994411978245863,0.5236769720629788,14,1,0,1,2260
656,299,6,0.1550575576611952,676.4864271284458,0.39524696094665157,0.12631819117354703,4,2,0,1,955
30,907,11,0.2715252113282861,63.155253731062814,0.8762719987450606,0.7427686299229547,32,1,1,1,937
850,601,77,0.236979816316764,493.9628319465415,0.03275448411665871,0.3326497781440827,39,1,1,1,1451
176,356,12,0.2727217579083884,755.7584227382794,0.31420407746420054,0.6720627142112312,1,0,1,1,532
1307,255,66,0.06547411643434614,524.0893848350725,0.7268118479875445,0.8825194350803846,32,1,1,1,1562
397,352,53,0.15731264599660702,790.64007913862,0.22145225101683896,0.08601654253701041,24,2,0,1,749
610,731,99,0.25274163857800735,478.33951160623366,0.19839095148730668,0.9890007874127105,26,1,0,1,1341
325,520,36,0.03334434824013268,984.1555177553739,0.8618075459643734,0.6452433423667354,47,2,0,1,845
23,523,17,0.23839864628818852,328.24700974369426,0.6159539610767438,0.05336593543665591,24,1,1,1,546
251,836,28,0.05489201502446084,137.51647773876988,0.9890227183120358,0.31400223192616694,4,2,0,1,1087
786,949,92,0.24243562649559633,458.51121109639246,0.1346696762791485,0.8862451489414563,42,1,0,1,1735
1379,755,22,0.18360028126706043,564.6235736302231,0.35612840723314665,0.5962336043728979,39,1,0,0,2134
574,693,7,0.05797079744546014,381.63904509833844,0.31121337180368447,0.2872223672449151,3,2,1,0,1267
907,283,15,0.14200625379984033,280.167102112061,0.8801322377189097,0.9404945843985141,13,1,0,1,1190
1373,311,96,0.20457154993823148,688.4557568162146,0.2552965200430106,0.7872525704078219,16,1,0,1,1684
101,98,11,0.19015587026506273,408.2688448634395,0.35346099767417005,0.7355384961499478,40,1,0,0,199
1400,196,24,0.1281741588695113,649.8001026456051,0.1428338756754275,0.8884271200067028,26,2,0,0,1596
965,481,67,0.26980995867627805,790.117876168837,0.7754009826491871,0.7697799447086158,35,0,1,0,1446
1488,877,30,0.1557790243463533,772.9524963720226,0.23770328395885287,0.28673835319886287,33,2,0,1,2365
1461,225,70,0.1517601895586065,406.54384510390673,0.06832027223221948,0.5838860755256079,9,1,0,1,1686
518,844,66,0.01867517698243628,589.5033175026659,0.43510873269089667,0.8422861677619633,21,2,0,1,1362
785,614,61,0.27663611693929113,477.1753132206053,0.3914581239615347,0.1808481067228349,40,0,0,1,1399
1976,617,78,0.0531349706035119,877.2649900741773,0.17760920430537552,0.1630232795012032,21,1,0,1,2593
44,364,41,0.15850340803096627,884.8205558099993,0.13359755989601552,0.1589762475708799,27,2,1,1,408
215,367,82,0.24107028042009304,376.55450374363494,0.8965572133832608,0.1942552746625208,47,1,0,1,582
1114,569,51,0.064635983086693,137.1505754847942,0.06784448655123054,0.10323081561321767,19,1,0,1,1683
1965,589,44,0.15821198699125233,209.2033591578185,0.09931095669631995,0.8376290199641663,48,1,0,1,2554
1595,74,95,0.07220547276700225,398.65165502433956,0.24504728113840601,0.8183182203974839,1,1,1,1,1669
1905,41,13,0.22790849933997354,586.0374570248412,0.9528391896565022,0.15136899185909503,22,0,0,1,1946
1421,421,90,0.16930235036194521,673.9476604162078,0.08538424951985513,0.705537176710346,33,1,0,1,1842
1035,835,12,0.256792758118543,364.8024939717002,0.8160148267428822,0.6269755592099496,47,1,0,1,1870
1031,180,82,0.26836740086321487,684.1241636427865,0.8920521533188271,0.2761942656123614,15,2,0,1,1211
1423,544,9,0.1946200447336194,940.8529844900681,0.3778677414508854,0.2273684336933195,27,1,0,1,1967
575,70,85,0.21761737384768334,669.4134208105029,0.2938943998318424,0.25058585527542143,13,2,0,1,645
1139,567,48,0.1647660299660591,200.6369679721337,0.677377728257408,0.7306306081068676,0,1,0,1,1706
1805,104,49,0.11532861992021487,600.6854673287462,0.7026346006102229,0.3193170663404509,40,2,0,0,1909
1855,199,53,0.19443537690625037,564.8007409286337,0.7799771628241555,0.2779592776174734,14,2,0,0,2054
1510,100,56,0.27248658704619866,877.1651053534997,0.8305667813289257,0.02248109986864888,14,2,1,1,1610
712,767,40,0.12500411412943138,382.7879024523256,0.26839545601234005,0.9082364937765216,24,1,0,1,1479
411,306,24,0.0943230079121386,451.798329553846,0.686961601886649,0.7527041444789639,42,2,0,0,717
739,585,98,0.11653108156577223,618.726102712169,0.1349057242846755,0.4727836758067204,4,0,1,1,1324
1589,682,72,0.1306192890634799,548.2040461549242,0.5107313315441536,0.9429269203505722,7,0,0,0,2271
171,376,33,0.022068308693314862,733.0657627849155,0.6128869165125944,0.2935322117754222,21,1,0,1,547
211,654,23,0.14953255213049832,88.36954136687103,0.16173193667654795,0.6747050431831482,38,2,1,0,865
1991,677,77,0.14829427441501788,585.3402182466118,0.0765065397195408,0.3051503776787243,37,1,0,1,2668
1005,398,54,0.17653314829215694,165.5882983536815,0.19474628627619295,0.31457242551894815,38,2,0,1,1403
279,772,53,0.10884600914139944,349.4485428937353,0.4205887478523671,0.8447091667152699,45,0,0,0,1051
1896,220,49,0.18393227878667692,678.5455184557709,0.8878409778153747,0.7870219534558307,42,2,0,0,2116
825,594,78,0.2634648930822609,199.54349056256882,0.5319144245347271,0.2941074306573488,13,2,0,1,1419
1304,181,78,0.28664129714854925,343.3997437293974,0.7484928917339906,0.0813895156665938,18,2,1,1,1485
465,306,80,0.17508366484231488,717.8561586935464,0.17414452829144655,0.3575841395911985,25,1,0,0,771
1495,521,49,0.012777286191093928,668.2649804004922,0.10597819805522546,0.7600575354853153,37,1,0,1,2016
1760,395,60,0.29077079918013266,136.48768574925114,0.2396173576322398,0.10054436118500654,32,0,0,1,2155
1285,3,90,0.21175861826887687,598.4050688177077,0.31388041279035905,0.6721008647232525,45,0,0,0,1288
1026,862,90,0.10078909456609564,189.89173882270748,0.5481020188221994,0.8897632599139048,11,2,1,1,1888
1735,913,65,0.04414731028911701,289.65780977876807,0.8812433203644408,0.1792271556050471,28,1,0,1,2648
305,847,32,0.04302558367088248,486.2507147039898,0.42609261677736543,0.8622043242862039,11,0,0,0,1152
1758,999,79,0.05032332184188082,153.87948213327968,0.5187981878449701,0.05136388245689105,28,1,1,1,2757
729,803,21,0.013671756484146091,993.9646195226385,0.004613535984920647,0.6668802580905634,40,1,1,1,1532
1782,280,18,0.27064625659587344,207.10108300130108,0.03331206289128663,0.7910389203758728,40,1,0,1,2062
347,214,94,0.1622304698482009,792.2469970071742,0.08376919992754761,0.44476611765933227,45,1,1,1,561
888,971,60,0.20998782381415115,838.3469027720638,0.6989940854790286,0.20372869481351352,19,1,0,1,1859
1086,609,13,0.24843255278049223,994.7407714012013,0.4861913687719174,0.9247294989035056,33,2,1,0,1695
801,419,24,0.23746230189996007,457.22055695965497,0.1929611985318581,0.01996886860316882,45,1,1,0,1220
1955,100,30,0.26478168711865246,880.389794132373,0.5925994386898191,0.5550712292295324,29,1,0,1,2055
226,962,2,0.2901763867574855,959.6624670660085,0.5446121518190361,0.37284940870503225,28,1,0,1,1188
773,520,83,0.13172118442258185,214.24943764993378,0.08879930180999573,0.46105719548104573,38,2,0,1,1293
197,572,25,0.28510064000051716,505.46428460655596,0.6404127727171463,0.5365650562788958,46,1,1,0,769
389,308,50,0.2169869845028449,107.01027791328335,0.7671548726305102,0.5347486222665088,39,1,0,0,697
502,657,14,0.02120045709242354,639.6878114229914,0.2865544077090969,0.20362366375643204,1,2,0,1,1159
1074,938,6,0.20453493636370362,602.3358490137381,0.6874888619943076,0.6797023229000433,25,1,0,1,2012
1190,930,76,0.20601499788145458,243.9199704300373,0.199719517008784,0.019148291192146116,0,2,0,1,2120
24,509,84,0.27175816913775813,808.0076209494198,0.7567288137117448,0.02118409421285672,27,0,0,1,533
1846,62,87,0.11187963974102762,85.40528662536289,0.9117741691227202,0.47848734127830994,7,0,1,1,1908
74,632,30,0.17547345008154533,815.9159579211791,0.44186712380164705,0.5419028802702759,30,1,0,1,706
1890,225,30,0.0036562653035227544,75.31302660567401,0.24462207821161785,0.2748894817002604,38,1,0,1,2115
1872,104,38,0.09962257265440079,673.9873715295328,0.39917670219769985,0.5516755336268335,49,1,0,1,1976
530,973,58,0.018673117847634278,124.83103821915621,0.2500774726557169,0.5161092329855901,18,0,0,1,1503
1377,771,94,0.15656189182946909,288.6642433467068,0.00123937576637545,0.3492205547726448,12,0,1,1,2148
1162,860,41,0.24523429515208595,735.817681846244,0.6504566118044451,0.6517746365451166,15,0,0,1,2022
657,424,94,0.06193280763872069,316.3845596441174,0.04252664196219691,0.9579372165467692,22,2,1,1,1081
1505,254,57,0.15823231366733354,535.6151562818479,0.21039074021723103,0.49080269442513547,10,1,0,1,1759
1096,428,36,0.061202590953230114,919.4858560441087,0.7224495561298211,0.7860507592749802,23,1,1,1,1524
1172,433,64,0.03620654035387213,97.15263633474942,0.6657250139157834,0.24759656357298965,9,1,0,1,1605
1532,206,98,0.15329903758030272,820.5258040488899,0.07332891204616565,0.7619505935074813,4,2,0,0,1738
602,27,16,0.02374458628491829,112.00839864006505,0.660054741079077,0.6489059545019943,11,2,0,1,629
401,681,88,0.1762063893413968,170.45510211984282,0.9305748895757826,0.6396977799283038,35,1,0,1,1082
1708,335,78,0.009401238203017881,163.3531486947503,0.07450246901818314,0.8930353404422275,25,1,0,1,2043
428,587,90,0.032014491560512656,994.3971690501899,0.41568822767663627,0.2333502549522517,27,1,1,1,1015
298,627,72,0.16499924564620735,221.17700336495673,0.7294338901141414,0.3684501170909421,15,0,0,0,925
388,68,14,0.17742222386967416,901.9237539434548,0.6677230031779133,0.08306745701098572,1,0,0,0,456
1806,865,31,0.008696079028127423,991.3855547992265,0.2265105424694983,0.7261199767692121,25,2,0,1,2671
1523,745,66,0.17201303640046753,414.5955318916831,0.16306727749670635,0.8438672852996117,3,0,0,1,2268
240,512,68,0.2515507575970911,649.4961163522512,0.784247004040932,0.40583350363180304,28,0,1,1,752
1027,166,65,0.21669485318818618,790.1366910754319,0.9562446552387966,0.3568268184682595,15,1,1,1,1193
50,863,55,0.039355531176239585,423.01282774439784,0.7675834675428291,0.6586518558565275,21,1,1,0,913
1061,729,84,0.17774239426908447,203.72343347291692,0.9632044821977501,0.07559046078933696,42,0,0,0,1790
144,784,78,0.20167575002226404,462.0746066029331,0.6049954241370428,0.29384189613631373,5,0,0,1,928
210,367,40,0.011169360525687533,783.2932627527973,0.929098860691917,0.36621279853518374,27,2,0,0,577
1873,250,25,0.25660430060508677,791.7246246109829,0.6904356945448868,0.518590284030752,10,2,0,1,2123
789,858,25,0.27188021918694905,269.01185256236766,0.9088847502010866,0.47656921946900943,41,1,1,1,1647
939,855,3,0.2551356820086776,216.21735789620922,0.16158896796959077,0.20868042277462684,46,2,0,0,1794
1066,930,69,0.24738944039673397,924.5326669953322,0.8155652157439489,0.5407878738633325,20,2,1,1,1996
1081,685,26,0.22348955953826796,91.79907903039503,0.1967458009534525,0.9258686908867697,25,1,0,1,1766
512,169,40,0.19002960938458804,748.0015519768325,0.027429101945957268,0.02708789029712988,38,2,0,1,681
416,757,38,0.20358810149647558,94.1003161744163,0.5175861340429629,0.6803065724046725,46,2,0,1,1173
1607,934,38,0.2419185880004949,846.0050483179384,0.31825178056184433,0.6247090272623088,21,1,0,1,2541
1761,89,68,0.1987495375083914,910.1440726692969,0.043531361788017864,0.9244269547116623,29,1,0,1,1850
814,560,7,0.09831808700462129,332.54816801764406,0.9803043787281593,0.6453449404070818,29,0,0,1,1374
108,445,94,0.11278833064840617,120.23886134086268,0.6664660954899928,0.6248427124810434,32,1,1,1,553
693,293,30,0.2691172405116876,506.65030953005714,0.9018121732155987,0.7698056600982401,39,2,1,1,986
1905,918,19,0.00513662573914857,333.53988490820296,0.9990825858719482,0.26780594881966024,29,2,0,0,2823
735,149,35,0.20964617437328462,446.2793356698601,0.39196673667109205,0.5957322624322371,36,1,0,1,884
1580,131,33,0.2864332657275646,681.7361808142462,0.2547370287341152,0.5194211093618459,29,0,0,1,1711
970,432,33,0.2118684509873921,249.3347341512811,0.18388439268682877,0.4384725066549735,25,2,0,1,1402
1772,58,78,0.2981735964695346,389.10399103838205,0.5151871077913426,0.07948716736946082,5,1,0,0,1830
622,968,38,0.20626347165849923,793.4343657780399,0.6060807775021575,0.29262885801284133,3,1,1,1,1590
1976,835,10,0.010308908765058323,661.5738524551806,0.4724227360325248,0.27998171399016947,14,1,0,1,2811
1495,198,57,0.24810296449407707,359.9617165936767,0.3872520148456824,0.724250957164001,35,1,1,0,1693
652,214,28,0.08538897358179572,681.0865202469322,0.16827256345912833,0.9206561352104349,2,1,1,1,866
1802,897,78,0.13381716769933227,777.0472767473683,0.44185962381062394,0.2307872228768486,15,1,1,1,2699
1038,560,38,0.09362757477212462,612.8613019051481,0.08524313707906495,0.0746239388913259,15,1,0,1,1598
1251,471,16,0.08056623186290383,277.52199087595807,0.8650477588875919,0.9999569543687702,39,2,0,1,1722
512,743,21,0.12942171110093562,50.233025986393415,0.04690265209795941,0.6912053301340548,26,0,0,1,1255
776,246,92,0.11362543453220213,812.7066516388674,0.3806460617315547,0.8864708469902575,5,0,0,1,1022
407,381,97,0.1900015745527768,831.5018775503562,0.10013786904296851,0.14387941586379627,20,0,1,0,788
880,990,6,0.24394536029625316,712.7242763246439,0.7749804994670783,0.8007680411173688,12,1,0,1,1870
804,238,41,0.08912659595617223,122.7518847992331,0.31273697882792684,0.8133237459881002,8,1,0,1,1042
402,926,15,0.06411634584660522,605.9611731326438,0.11310561265255481,0.15148892599060915,40,1,0,1,1328
216,366,3,0.2000685812611027,829.9696377080269,0.5314912988645139,0.16140418009409574,42,1,0,1,582
1048,167,43,0.2010960197492345,420.1849041027574,0.9162770072295401,0.29545121612180103,7,1,0,1,1215
1891,559,47,0.27033937178585155,238.1006975092414,0.9086448711192033,0.21678744763573976,27,0,1,1,2450
1587,50,99,0.004783705935993254,608.2459323793971,0.2496510411327899,0.9754099080565939,44,1,0,1,1637
901,810,14,0.25591219863495296,834.991295935834,0.7196596759602335,0.36294383363643445,18,2,0,1,1711
1494,609,66,0.15630065188450706,96.42646077171229,0.030284192840991264,0.7613064117672069,28,2,0,1,2103
1724,950,29,0.18639062675162965,617.1036563026989,0.1318517965034246,0.8050508034826726,30,2,0,0,2674
1608,727,4,0.02741143216842443,661.0151055723749,0.49947237031377956,0.38594088715467456,32,0,0,1,2335
873,688,26,0.1297844798616137,622.2486873808656,0.22875643448835214,0.6825855542823355,48,0,0,1,1561
752,379,12,0.06819072217155714,667.5320000251961,0.798261853960138,0.10780014089572709,5,0,0,1,1131
1274,473,2,0.07626750902475272,649.8065422239467,0.9310721720526612,0.396962051481936,43,2,1,1,1747
573,79,17,0.15122853440280823,173.8836907313316,0.004333316482782235,0.9673106600948999,3,2,0,1,652
1030,696,35,0.2437367851209337,273.1899381014696,0.23291582960097978,0.16853065391360367,15,1,1,1,1726
105,366,10,0.22313427904345684,638.0443050245597,0.4395533460762273,0.3857113047006313,2,2,1,1,471
1933,460,86,0.17729998772578615,66.80850307993224,0.5630792883523885,0.7905215098920325,24,1,1,0,2393
1767,910,43,0.1618254578260401,653.0072927870822,0.915902777592101,0.6654232549104602,16,2,1,1,2677
494,538,21,0.12819181297034699,682.1172925957804,0.8918834905152935,0.6315186015743985,21,1,1,0,1032
1440,451,15,0.2918129920684159,277.2160218685756,0.6371700994679659,0.8532574593424224,17,2,1,1,1891
240,463,35,0.16805776627027,618.2261882654826,0.25738801408388456,0.029093843023697552,31,1,0,1,703
758,959,85,0.07618991949366663,557.3855576875762,0.7832878098783613,0.7711643681819922,17,0,0,1,1717
1688,477,85,0.06902723761201186,297.6569707454581,0.20265177128723177,0.8825490392158183,25,1,0,1,2165
1204,925,85,0.18340590923254255,489.82531128101687,0.9651723240968167,0.016174477496196826,49,1,1,0,2129
550,419,60,0.1568482581932786,914.1433029415724,0.005839915733998002,0.5589629511073055,24,1,0,0,969
1069,706,44,0.002309340886413835,455.2726414368887,0.5697705039079015,0.34858848521063057,27,0,1,1,1775
534,213,96,0.2490196116587338,648.3519680355266,0.08839724692162776,0.05076270881354272,39,1,0,1,747
1193,368,5,0.21123670626973037,83.58327998865948,0.40759953018202133,0.4177481193181434,22,0,1,0,1561
1872,853,73,0.19854878690343106,123.91010765599385,0.6349335403104172,0.644030141171886,7,2,1,0,2725
1732,113,18,0.020634197309297685,127.24266963815253,0.6895984955919163,0.9190136315893924,12,1,0,1,1845
1276,753,21,0.10861675505174742,789.3287254451232,0.7855694696739352,0.6205304864960713,43,2,1,1,2029
1119,502,72,0.2806146782198358,382.74405006328004,0.5933277027647701,0.8567430815559871,46,0,1,1,1621
1829,635,98,0.2587767724024091,266.2311039475227,0.2513193512859945,0.12157150667456507,9,0,0,1,2464
587,816,74,0.08566288136086003,759.9583400291366,0.8892532429348715,0.2105211675231342,40,2,1,1,1403
691,587,51,0.04711766522974161,211.46205942836573,0.8111074130136876,0.9702928642145678,2,1,0,1,1278
566,310,41,0.1347263871505731,284.16789881676664,0.16005231770685002,0.8874006902564439,9,0,0,0,876
1607,468,24,0.10674911360029826,459.3848711065198,0.826511184207849,0.2352269530200255,48,2,0,1,2075
1986,823,24,0.20466791301179732,364.8661655638826,0.9726445159104817,0.6209738817975795,14,2,1,1,2809
1022,707,96,0.28993044302529586,606.1226004848121,0.6372191168079177,0.3626327585285325,23,1,1,1,1729
655,862,97,0.10890043499476844,370.9485881211053,0.2818052231138938,0.46859850872883535,9,2,1,0,1517
805,43,38,0.0186672517956726,423.30405406594735,0.6065938312734143,0.8608781490922901,20,0,0,0,848
1061,414,44,0.26928420250271556,869.7422778370117,0.342535069148299,0.7357126101330329,45,2,1,1,1475
1653,697,57,0.011384919071961241,890.3048676466022,0.6759464706423063,0.23844256172009537,47,0,0,1,2350
1589,854,59,0.2858297691459999,836.3256312727372,0.5447999594558735,0.3159930746968824,37,2,0,0,2443
1373,245,34,0.19937382840271192,871.589386069401,0.9294906120897513,0.2897104598189978,38,1,0,1,1618
1831,948,75,0.2825067625325847,591.2422358721611,0.6179085432008028,0.7806627783407444,41,0,0,1,2779
1991,83,95,0.059897905994693475,663.9215540138148,0.21398168372716908,0.49008842113683126,49,0,0,1,2074
1364,206,82,0.012209938576142287,579.3145082271935,0.7251098733418847,0.950724307024386,27,1,0,1,1570
1673,150,23,0.14646299348294753,796.3086798502741,0.3008783178608819,0.8166871772290509,40,0,0,1,1823
1539,667,86,0.13518702437103755,573.450461473372,0.27239095294880433,0.21119443085458134,1,2,0,1,2206
1381,527,43,0.09944768197646485,155.5231163232415,0.39177662557450343,0.7859427953545497,40,0,0,1,1908
1506,164,82,0.28729694231660924,819.101114434017,0.011996679062675653,0.5060793472139269,3,1,1,1,1670
1264,916,40,0.24677511964842966,772.5559121436596,0.9691406601612803,0.253710126180705,42,1,0,0,2180
199,974,47,0.19847460641267797,829.2855655184941,0.5323311113586983,0.36333174281789005,48,1,0,0,1173
1258,144,41,0.048857487491348314,230.90799022027377,0.7734938938729603,0.9721261167433362,2,1,1,1,1402
1418,36,47,0.2202970224655574,308.0362000792187,0.2578522223778783,0.4839614425841249,31,0,1,0,1454
1410,332,20,0.21810373640991718,330.9641124003535,0.7466181316336256,0.719605849610663,46,1,0,1,1742
1316,402,77,0.12752045208480223,532.67650937639,0.5671705022781354,0.4770852951627721,33,1,0,1,1718
1991,413,65,0.27743577291420407,177.18322995528678,0.4241441737795024,0.37155727384611925,15,0,1,1,2404
642,44,68,0.05009336466870313,416.112665611124,0.970669226196462,0.7964200182593585,3,1,1,1,686
637,401,24,0.08020126872349928,223.05025302507812,0.4938437141464058,0.8483243517750629,17,1,1,1,1038
982,205,36,0.01896730177519009,301.5245773810997,0.6574585818896769,0.07188916566587034,27,0,0,1,1187
1778,61,45,0.23863528745327622,721.068252830506,0.015342191489879697,0.27897758913166626,41,0,0,1,1839
1292,419,2,0.1865278158286192,862.0705985014171,0.3014552064986483,0.5078710476308806,5,0,0,1,1711
1392,867,28,0.09448209170437485,71.76057326732466,0.8886915661600664,0.31649774744443315,42,0,0,1,2259
719,467,26,0.04914409907829461,587.6021151872503,0.7589590611160189,0.7835830049607534,41,2,0,1,1186
1489,819,23,0.01204433100862211,84.25677395915378,0.5367540361756498,0.11473336074886864,0,2,1,0,2308
1444,18,79,0.050023670587780976,130.98678276097277,0.9001597071132854,0.7977982862865732,15,1,0,1,1462
658,364,36,0.13598539390129746,719.8298328834036,0.48622051320755577,0.6178864171948737,36,1,0,1,1022
327,299,91,0.07415309070318184,748.8277011770108,0.5665070641877756,0.289367718537483,8,2,0,1,626
1710,6,6,0.07769465322959002,823.2816395141588,0.3821528471975456,0.3444546884411791,16,1,0,1,1716
1258,760,35,0.2626729100003143,500.52943618178966,0.6200400367228842,0.18289915509320143,35,2,0,1,2018
1852,427,38,0.1545413020383302,866.8171079153788,0.3190015309208738,0.2525734002981378,33,2,1,1,2279
1267,116,35,0.2187755919385244,208.4963770595431,0.3854921775423572,0.7172688689824964,30,1,0,1,1383
693,579,74,0.010713284708442928,287.23059295325254,0.9663262632072687,0.375884140541193,33,2,0,1,1272
673,506,94,0.10954900670340861,177.77704022187277,0.11130867979959014,0.6874841386870489,36,1,0,0,1179
1860,545,53,0.14375080421863254,807.6603975527828,0.10525534524604097,0.5141075411017481,33,2,0,1,2405
1407,705,38,0.05592505656305541,267.24136246728796,0.04331601945501573,0.14529774964392572,44,2,1,0,2112
